romance,action,comedy,heart-warming,rating
0.6783783025168989,0.7410227740925641,0.8649525173800497,0.6071123499751934,5.0
0.6269255748473976,0.8087854115141818,0.4366783900323823,0.5057203129374739,3.0
0.4303259542102043,0.8894634149318067,0.7858276068466201,0.6217410236637235,5.0
0.5300333587259675,0.5096249332275915,0.7319583533264057,0.3322464299065174,3.0
0.6760363461529968,0.781222222491629,0.45833672666395037,0.8286392798490049,4.0
0.3143529611938194,0.826241593361369,0.5547203231053515,0.4354877754257822,3.0
0.4244240003590902,0.3971414129080208,0.6542163101746784,0.576408361626153,3.0
0.8299331888851778,0.7446750678092154,0.4841702877870851,0.4876126653096444,3.0
0.45254048045265843,0.5505232345459582,0.8320501595969289,0.6768842053954732,4.0
0.6177113501911768,0.9247812363436154,0.9125203397147248,0.6339097760508738,5.0
0.5377201336862875,0.6749352947507758,0.5873253274827157,0.5640055988367682,3.0
0.5192650334092784,0.4315750618597977,0.9648238733475633,0.57045254844921,4.0
0.6411578103217004,0.5739732412463426,0.3742663762734797,0.628142853138886,3.0
0.34882491547052447,0.8691423041685992,0.5477822313297349,0.41972640221835356,4.0
0.7252147663042486,0.7078275283880022,0.6857286633402533,0.5802388384546823,4.0
0.8489931677431378,0.7580520362596523,0.47567131383324096,0.4295208178396421,3.0
0.5348524531769857,0.528201639273786,0.5357654686059184,0.8933434835402104,3.0
0.44388012682237793,0.6793251521867292,0.8193686148090918,0.7528086891033247,4.0
0.3853659510314909,0.6125391127935483,0.5485237310048617,0.7563395942230722,3.0
0.9512544204942854,0.654041806025192,0.6727710086062485,0.2583877392411884,3.0
0.7296485560601764,0.7215487455450383,0.7305126573525957,0.6431681909320692,4.0
0.16457265745489882,0.8181926682940276,0.5884881129225035,0.5064554039041377,4.0
0.5990347999184121,0.5350343346883699,0.5335747899076921,0.4836472523875664,3.0
0.728674480181848,0.3961946101124544,0.604829533996448,0.5042039773358459,2.0
0.7031980056681744,0.4961010414613885,0.41726551087106073,0.6824816037402788,3.0
0.5811811932792524,0.47401587066749495,0.682209033928146,0.6261112651192433,3.0
0.8348175169469313,0.807868755324444,0.8254058357616801,0.23262684481990306,4.0
0.7818925674585381,0.7645335349830608,0.4650211926406941,0.4875599607280171,3.0
0.8010227363384432,0.6687387361821665,0.949512793295496,0.8912681537435297,5.0
0.5875434358908413,0.6914268115594794,0.5468248045049137,0.8713479065755199,4.0
0.36477760097030554,0.5493600849028508,0.5575622847669329,0.6659157788119764,3.0
0.8082496808386581,0.9269007416548197,0.6675854246003644,0.2523308247910082,4.0
0.5350105705091333,0.601288151391779,0.5313142507987387,0.4814632489850668,3.0
0.5448555109693604,0.8510651450504041,0.5205362291559441,0.6588117217312947,4.0
0.4036136520558941,0.5586223711255689,0.4779708888828034,0.5906373879132351,3.0
0.7625941460854845,0.523029860892686,0.4375230510967741,0.5979861507014637,3.0
1.0,0.9362594053130248,0.5509259197997699,0.9099854553050304,5.0
0.6307915907815548,0.607656918679524,0.673965904296408,0.8216054722934744,4.0
0.8208542863012412,0.597474257174378,0.5936079159903922,0.588435785118119,3.0
0.8101975017453223,0.4422895996523522,0.5941344263451641,0.7253772963923679,3.0
0.44619717977245615,0.6354108334396946,0.7044794271423324,0.3379305272595132,3.0
0.2972911998246587,0.2956054055333566,0.6164371358421125,0.8595473706389841,3.0
0.8647963538746161,0.38235782276481295,0.6743037334163844,0.8993556430764418,3.0
0.8652026731866301,0.5311861231403487,0.499747909685386,0.531431777577398,3.0
0.5694357978492387,0.8619885849289975,0.5185796073976058,0.5856287863263003,4.0
0.7115707590225513,0.6829232637756141,0.5538710893177374,0.564399532266008,3.0
0.5596465507949653,0.6800184061209643,0.5603741144797707,0.6343499598127409,3.0
0.6894969152249705,0.6628789972228377,0.6890345395662109,0.7878399788064466,4.0
0.47842522639549123,0.7046804640628531,0.8166654087833515,0.6160870329751542,4.0
0.7187211487352905,0.6535653026503536,0.7718530653896947,0.8046729040284162,4.0
0.8771426229516401,0.5721326131058898,0.5341364876516829,0.7925224707897623,3.0
0.8281348064992199,0.68068245195974,0.6535404724153276,0.6658060213007772,4.0
0.26467912867654586,0.6553455627350476,0.456838488967393,0.7478697607024177,3.0
0.5570878581597846,0.5090334502200584,0.22150746074368874,0.0,1.0
0.5821386118599364,0.8558344216450597,0.4304473481329197,0.6962887965967401,4.0
0.4316294006659335,0.8034588851185125,0.33084674914531526,0.4237942679550228,3.0
0.8297242553037519,0.6574305258247797,0.4937578215433991,0.4322677986966733,3.0
0.6856884389212317,0.7601956756806698,0.661252323237259,0.5346979318097136,4.0
0.6434412723485681,0.8484880613271144,0.6771727298577558,0.6385279977749833,5.0
0.374183899228847,0.5179877826485024,0.7336457456575682,0.5469502009019546,3.0
